Type,Indicator,Threat Actor,Source
EMAIL,fitfalcon0900@gmail[.]com,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,c4fb60217e3d43eac92074c45228506a,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,172fff2634545cf59d59c179d139e0aa,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,7b08580a4f6995f645a5bf8addbefa68,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,1b71434e049fb8765d528ecabd722072,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,c4f591cad9d158e2fbb0ed6425ce3804,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,5f03629508f46e822cf08d7864f585d3,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,f5cd5f616a482645bbf8f4c51ee38958,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,fa2c39adbb0ca7aeab5bc5cd1ffb2f08,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,00cd306f7cdcfe187c561dd42ab40f33,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,ca27970308b2fdeaa3a8e8e53c86cd3e,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,jkpolice[.]gov[.]in[.]kashmirattack[.]exposed,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,iaf[.]nic[.]in[.]ministryofdefenceindia[.]org,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]ministryofdefenceindia[.]org,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]departmentofdefenceindia[.]link,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]departmentofdefence[.]de,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]briefcases[.]email,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]modindia[.]link,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]defenceindia[.]ltd,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]indiadefencedepartment[.]link,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]departmentofspace[.]info,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]indiangov[.]download,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,indianarmy[.]nic[.]in[.]departmentofdefence[.]de,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,indianarmy[.]nic[.]in[.]ministryofdefenceindia[.]org,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]indiandefence[.]work,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
Domain,email[.]gov[.]in[.]drdosurvey[.]info,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://iaf[.]nic[.]in[.]ministryofdefenceindia[.]org/publications/default[.]htm,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://jkpolice[.]gov[.]in[.]kashmiraxxack[.]exposed/service/home,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]ministryofdefenceindia[.]org/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]departmentofdefenceindia[.]link/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]departmentofdefence[.]de/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]indiangov[.]download/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://indianarmy[.]nic[.]in[.]departmentofdefence[.]de/publications/publications-site-main/index[.]html,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://indianarmy[.]nic[.]in[.]ministryofdefenceindia[.]org/publications/publications-site-main/index[.]htm,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]briefcases[.]email/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]modindia[.]link/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]defenceindia[.]ltd/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]indiadefencedepartment[.]link/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]departmentofspace[.]info/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
URL,hxxps://email[.]gov[.]in[.]indiandefence[.]work/service/home/,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,026e8e7acb2f2a156f8afff64fd54066,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,fb64c22d37c502bde55b19688d40c803,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,70b8040730c62e4a52a904251fa74029,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,3efec6ffcbfe79f71f5410eb46f1c19e,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,b03211f6feccd3a62273368b52f6079d,APT36,https://www.seqrite.com/blog/advisory-pahalgam-attack-themed-decoys-used-by-apt36-to-target-the-indian-government/
MD5,a5410b76d0cb36786e00d2968d3ab6e4,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,f404496abccfa93eed5dfda9d8a53dc6,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,0e57890a3ba16b1ac0117a624f262e61,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,57c2f8b4bbf4037439317a44c2263346,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,53eebedc3846b7cf5e29a90a5b96c803,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,97c3328427b72f05f120e9a98b6f9b09,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,0690116134586d41a23baed300fc6355,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,ef40f484e095f0f6f207139cb870a16e,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,9d189e06d3c4cefdd226e645a0b8bdb9,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,589a65e0f3fe6777d17d0ac36ab07f6f,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,0eb9e8bec7cc70d603d2d8b6efdd6bb5,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,8ceeeec0e33026114f028cbb006cb7fc,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,1d65fa0457a9917809660fff782689fe,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,7637cbfa99110fe8e1074e7ead66710e,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,32a44a8f7b722b078b647e82cb9e85cf,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,a2dc9654b99f656b4ab30cf5d97fe2e1,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,b45aa156aef2ad2c77b7c623a222f453,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,83ce6ee6ad09a466eb96f347a8b0dc20,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,cf6681cf1f765edb6cae81eeed389f78,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,c952aca2036d6646c0cffde9e6f22775,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,b5e71ff3932c5ef6319b7ca70f7ba8da,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,0a67bfda993152c93a212087677f9b60,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,e165114280204c39e99cf0c650477bf8,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
C2,79.141.161[.]58:1256,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
C2,updates.widgetservicecenter[.]com,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
C2,updates.biossysinternal[.]com,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/dssrts/helpers/fonts/2024-National-Holidays-RH-PER_N-1/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/dssrts/helpers/fonts/2024-National-Holidays-RH-PER_N-1/inst/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxp://egovservice.in/dssrts/helpers/fonts/2024-National-Holidays-RH-PER_N-1/lns/clinsixfer.elf,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxp://egovservice.in/dssrts/helpers/fonts/2024-National-Holidays-RH-PER_N-1/lns/2024-National-Holidays-RH-PER_N-1.pdf,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://nhp.mowr.gov.in/NHPMIS/TrainingMaterial/aspx/Security-Guidelines/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://nhp.mowr.gov.in/NHPMIS/TrainingMaterial/aspx/Security-Guidelines/wont/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://updates.widgetservicecenter.com/antivmcommand,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://modspaceinterior.com/wp-content/upgrade/02/NDC65-Updated-Schedule.zip,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://modspaceinterior.com/wp-content/upgrade/01/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://modspaceinterior.com/wp-content/upgrade/01/NDC65-Updated-Schedule.hta,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/vvcmcrts/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/vvcmc_safety_tank/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/testformonline/test_form,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/payroll_vvcmc/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/pakora/egovservice.in/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/dssrts/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/cmc/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/vvcmcrtsballarpur72/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/dss/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/130521/set_authority/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
URL,hxxps://egovservice.in/130521/13/,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,modspaceinterior[.]com,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,drjagrutichavan[.]com,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,nhp.mowr[.]gov[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,pmshriggssssiwan[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,educationportals[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,gadchiroli.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,pen.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,cpcontacts.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,cpanel.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,webdisk.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,cpcalendars.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,webmail.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,www.dss.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,www.cmc.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,cmc.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,dss.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,mail.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,www.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,www.pakola.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,pakola.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,www.pakora.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
Domain,pakora.egovservice[.]in,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
HOST,C:\ProgramData\LavaSoft\Sampeose.dll,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
HOST,C:\ProgramData\LavaSoft\DUI70.dll,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
HOST,C:\ProgramData\LavaSoft\girbesre.exe,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
HOST,C:\ProgramData\LavaSoft\svnides.hta,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
HOST,C:\Users\Public\USOShared-1de48789-1285\zuidrt.pdf,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
HOST,C:\Users\Public\Downloads\Document.pdf,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
HOST,C:\Users\Public\Downloads\suport.exe,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
HOST,E:\finalRnd\Myapp\obj\Debug\Myapp.pdb,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,320bc4426f4f152d009b6379b5257c78,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,9de50f9357187b623b06fc051e3cac4f,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,c9c98cf1624ec4717916414922f196be,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
MD5,83ce6ee6ad09a466eb96f347a8b0dc20,SideCopy,https://www.seqrite.com/blog/goodbye-hta-hello-msi-new-ttps-and-clusters-of-an-apt-driven-by-multi-platform-attacks/
IP,74.82.47[.]3,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,167.71.109[.]17,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,64.62.197[.]8,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,209.38.74[.]178,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,69.62.76[.]99,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,157.245.156[.]7,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,72.5.43[.]115,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,195.184.76[.]41,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,45.9.249[.]58,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,134.209.5[.]135,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,23.95.123[.]5,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,167.71.52[.]166,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,125.70.71[.]29,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
IP,156.244.9[.]116,,https://media.licdn.com/dms/document/media/v2/D561FAQE-Vv_zv2ZVWQ/feedshare-document-pdf-analyzed/B56Za12k7nHgAY-/0/1746807709476?e=1747872000&v=beta&t=50dsRX7Vffnh_6lZLxZFNrIYmU5WApHa6VDfJqBwY-4
